"C1"	"C2"	"H2"	"H3"	"T1"	"T2"
"ENSG00000005812"	10.8096854706353	10.5696519876353	9.70699941579291	9.99256514725971	10.4310283917983	10.6194305357236
"ENSG00000005844"	13.9604671747204	14.6398005998303	15.1076562314824	14.8859921509326	14.4037115479755	14.3078365743797
"ENSG00000005882"	9.33450584269109	9.58459715306052	10.1276737902581	9.91297349110842	9.56149891760253	9.28712930419143
"ENSG00000005884"	8.39156021808729	8.01468948255241	9.17077789720233	8.28872822219142	8.11589435768251	7.92769858406297
"ENSG00000005889"	10.541839875887	10.4796957810876	9.45629734243404	9.84299934119197	10.7646804261277	10.5620876355273
"ENSG00000005893"	11.8354133430132	11.6083238215859	10.9631067055716	10.8069950448213	12.1792797209633	12.3050911231362
"ENSG00000005961"	12.1015704493134	14.0684274918445	11.3627784072291	12.384523620556	12.6563100982734	13.3479302384564
"ENSG00000006007"	10.5493966694342	10.7170060383301	10.9734753134164	10.7023158430489	10.9145111468822	11.0611847297451
"ENSG00000006015"	9.42733788984588	9.38801285608795	9.96437361798458	9.91160783737726	9.8425053068743	9.5644247142327
"ENSG00000006025"	9.84876601585971	10.0350808581382	10.900546419346	10.8860963844646	9.54279342571845	9.66127053441309
"ENSG00000006042"	7.56520647143197	7.40979626991109	7.39042491738314	7.43535849630694	7.32845497618809	7.49702537278541
"ENSG00000006062"	10.7077478118953	10.6732658975294	11.5055475397685	11.3242817589378	10.7264371420563	10.6659920974158
"ENSG00000006118"	7.13750978959305	7.07327673649076	7.13503344358809	7.10224639600144	7.11679054782844	7.06228149653997
"ENSG00000006125"	12.1605320861106	12.3002929099426	12.7878221745716	12.3903272961292	12.51778297387	12.3078322922752
"ENSG00000006194"	10.2147883058191	10.0947682312752	10.428127309546	10.3634122840828	10.0790358687371	9.93126618699792
"ENSG00000006210"	7.1985692147879	7.07327673649076	7.19537783046369	7.27672158917372	7.25516100800206	7.25757997948876
"ENSG00000006282"	9.78398660819713	8.43260639295832	10.1386435234711	10.1474733335604	9.87414776387714	9.30749655951604
"ENSG00000006327"	7.48083080848566	7.25336786293885	7.94622543432726	7.33668943130199	7.59225728384823	8.94325528514297
"ENSG00000006432"	9.05971954582351	8.5405261472422	9.42191795257942	8.96058619238959	8.49284209370236	8.56856512513099
"ENSG00000006451"	9.93027267084279	9.77130469009984	9.37151075331906	9.56940368193071	9.97421508833376	9.46020693809033
"ENSG00000006453"	7.48083080848566	7.43104732903533	7.42006582055731	7.29781521158392	7.39004730261577	6.9271303132048
"ENSG00000006459"	11.5154580531383	11.546872320076	10.3587763516185	10.784304867453	11.4088956428077	11.9049560426772
"ENSG00000006468"	7.16998407092075	7.25336786293885	6.9271303132048	6.9271303132048	7.32845497618809	6.9271303132048
"ENSG00000006530"	9.67298124346131	9.86290981812848	10.087459920897	9.94802020234813	9.9510307747149	9.62574787305494
"ENSG00000006534"	10.9717953352223	11.0021215950439	10.5443621279999	10.9260710366155	11.5822151126544	11.0997554268619
"ENSG00000006555"	8.83105739454173	9.53804342760192	9.22704857457837	9.32687681634424	8.6651440901896	8.30499188471278
"ENSG00000006576"	9.96994111353268	10.0506727609165	9.38852294029441	9.47527303830758	10.1578757392666	10.5905445098563
"ENSG00000006607"	9.37784791130677	9.69117496123721	9.82258609953111	9.45640148606629	9.48944886502778	10.316155745686
"ENSG00000006625"	8.72333861009122	8.74428591170364	8.4493283490958	8.62687886133673	8.47847021399944	8.55490690464399
"ENSG00000006634"	8.6807923828196	8.79797737429718	8.67544113641697	8.92413668284146	8.83744775163335	9.17756320342542
"ENSG00000006638"	8.73931519267913	8.9619345011346	8.63558239413413	8.68342225203078	8.28985683622321	8.89912822443489
"ENSG00000006652"	9.73109454370757	9.77760311176933	9.28306525930439	9.40014161009963	10.0135144045628	9.7842221658399
"ENSG00000006695"	9.47508405661682	9.4585076451695	9.64615061739089	9.74026803057478	9.36176956812163	9.40494370500704
"ENSG00000006704"	7.64899817279431	7.65057140458795	7.60059527367165	7.6422520701261	7.50818815252907	7.63541019974088
"ENSG00000006712"	10.4487810468319	10.4159563059571	10.9415202071452	10.8243175561933	10.8465382620251	10.6564163346993
"ENSG00000006715"	10.7722164836131	10.6721550310711	9.67538849968097	9.69151380198582	10.6021985093342	11.1221319140898
"ENSG00000006740"	7.27017431697541	7.33926873702735	7.32432344928664	7.14153715721444	6.9271303132048	7.11819318982542
"ENSG00000006744"	10.3891235678471	10.3904504156696	11.1239084684063	10.7408595890627	10.4939444447369	9.69590102814509
"ENSG00000006747"	7.66836035046657	7.70503161891302	7.44796161795264	7.50442208561609	7.56554111009817	7.8481094661366
"ENSG00000006756"	10.4648680510595	10.0997683583923	9.69354034666821	9.71689171453436	10.7110306241282	10.2524972338717
"ENSG00000006757"	8.38727846217525	7.91034949942018	8.40486384974956	8.18087696067617	8.69760179867191	8.01599438733066
"ENSG00000006837"	7.55388769090669	7.55936885422585	7.28661008946782	7.6105775910895	7.15933230377138	7.22889764453363
"ENSG00000007038"	7.72339124846326	7.57552562124112	7.68754835444232	7.33668943130199	8.42416195607475	8.04608728901655
"ENSG00000007047"	10.0591449736533	10.4656337173911	11.0726648569779	10.4349472315063	10.1739261615088	10.4599620613524
"ENSG00000007062"	7.42588998391138	7.38752741941478	7.09693140647387	7.14153715721444	7.28131752942828	6.9271303132048
"ENSG00000007080"	9.95853981249937	9.79426055108564	10.6349758730099	10.668314876972	10.5531773237255	10.1368138067544
"ENSG00000007129"	7.49369773522505	7.50803382923314	7.67842419607889	7.79031547319175	8.06005831899197	7.16104832148185
"ENSG00000007168"	11.3757921146256	11.065967111553	10.9240135651672	10.6929084059887	11.1527639727921	11.4221951371518
"ENSG00000007171"	7.22438939502796	7.36408503326395	7.13503344358809	6.9271303132048	7.1951579504726	7.16104832148185
"ENSG00000007202"	12.675598617526	12.5844274933729	12.8639601352892	12.7086495561833	12.8812537973443	12.6203713244254
"ENSG00000007237"	12.4831726485827	12.3687537467627	12.1028388108039	12.1993905709446	12.9198104323835	13.2191409947061
"ENSG00000007255"	9.2855721257913	9.40735610693538	9.8483612600443	10.1760571978867	9.53860169456745	9.10011154905906
"ENSG00000007264"	10.5325489851486	11.7126172853903	11.8027361994193	11.8241354191225	11.0254790025158	10.0657652941873
"ENSG00000007312"	10.8407455294598	10.6224000913321	11.9905464100056	11.7111199958468	10.7496831467773	10.2512199494692
"ENSG00000007314"	7.32903253243305	7.45140451068179	7.4995245904688	7.44993580891132	7.06128860098886	7.19713729525353
"ENSG00000007341"	8.15863049351311	8.23750626783629	7.73147956281185	8.15343327931222	8.11589435768251	8.16434812049035
"ENSG00000007350"	7.9838871563853	9.28989434373253	8.77874977218805	8.4888245497128	8.11589435768251	8.08949481319868
"ENSG00000007376"	9.6509392307334	9.8589639576754	10.4431870988302	10.258492482018	9.99702199179662	9.63967131497365
"ENSG00000007384"	7.16998407092075	7.07327673649076	7.42006582055731	6.9271303132048	7.15933230377138	7.25757997948876
"ENSG00000007392"	10.3482332876207	10.380936755122	9.96807970478143	10.1918147891506	9.81012726214784	9.63570753870475
"ENSG00000007402"	8.62279304040679	9.9781967177925	10.0772243322031	10.157830383196	8.69760179867191	9.3595342976938
"ENSG00000007516"	8.09819859881146	8.83252242423259	8.96789292980548	8.49288925826873	7.66625139290272	8.08949481319868
"ENSG00000007520"	9.87736614479521	10.0981036221848	10.7777603975441	10.7945966732198	10.4790108124395	9.8072053933542
"ENSG00000007541"	9.55906082609534	9.66869694889386	10.197497581866	10.1805773469096	10.0988128396639	9.62174373366102
"ENSG00000007545"	10.6743878957357	10.8911759499793	10.9771169726089	10.8192868022755	10.5254267162574	10.6115202745572
"ENSG00000007866"	7.2481126326422	7.13372438639141	7.16712712468162	7.10224639600144	7.15933230377138	7.11819318982542
"ENSG00000007923"	9.9610814685929	9.72204222315402	10.3121955017696	10.2029634905385	10.045928983546	9.74993178344882
"ENSG00000007944"	10.3891235678471	10.5684573377738	10.7417736345825	10.7589974650134	10.7611657931265	10.6934038017382
"ENSG00000008018"	10.6260160015411	10.5552496214404	11.347876439198	11.1660516003802	11.2628673366742	11.0648000070474
"ENSG00000008056"	7.22438939502796	7.25336786293885	7.56878514711521	7.68226269755937	7.74350005500372	8.15777274218071
"ENSG00000008083"	11.4078698288431	11.3595018881916	11.6075483755339	11.3151419057025	11.7324109959413	12.1087763993281
"ENSG00000008086"	8.60872751393453	8.86613888549653	8.13962765722258	8.22329760189054	8.815815967718	8.67250336150046
"ENSG00000008128"	11.1252641728956	11.0976797218149	11.1896781032552	11.3028642404224	10.9042004315432	10.9907025670502
"ENSG00000008130"	12.4610009705762	12.2695613426892	12.256147407052	12.4767365630696	12.94758522535	12.8748197309656
"ENSG00000008226"	8.55072989111738	8.50193786235229	8.09624510310461	8.12521261317127	7.72226791379411	8.03865478807466
"ENSG00000008256"	9.22394878963079	9.48467500070206	9.50024756807167	9.43919003358555	8.90019258922795	9.12933243792331
"ENSG00000008277"	7.95789566542145	8.37765424536694	7.89238754725609	8.00975963165748	7.79407877912528	8.11737935042759
"ENSG00000008282"	10.1182670004887	9.85698683116171	9.6083086815858	9.7026740023367	10.0847148538922	10.0974692881066
"ENSG00000008283"	9.65885188647935	9.85103856772102	9.99011268605781	10.0812603559032	9.52806579563064	9.91999173505051
"ENSG00000008294"	10.7476519003179	10.8671408404334	10.0094110202475	9.95598472923367	10.6954560209009	11.7423622148582
"ENSG00000008300"	7.99660623899616	8.81536957307102	8.80253957117312	8.33177010624619	8.00071557259762	8.36617419116281
"ENSG00000008311"	8.26480967538325	8.36506343605854	6.9271303132048	7.96333106249007	8.06005831899197	8.16434812049035
"ENSG00000008324"	9.04733902288945	9.16440446016614	9.31319938741235	9.32268719601595	9.24701107009251	9.01777982848958
"ENSG00000008382"	9.39709748417952	9.17423948812369	9.77665122503791	9.75563592013247	9.90508835230796	9.65149465498068
"ENSG00000008394"	9.21302949859776	8.91094399339093	8.12358360349509	8.35954045509115	9.44296678025519	9.10306315856971
"ENSG00000008405"	9.25405394837871	9.42912926952734	9.19270445384471	9.44495146433214	9.56973115307482	9.21057750159811
"ENSG00000008438"	8.27437705807509	7.43104732903533	8.22110619128842	7.57724249931739	9.62798205627654	7.75985017651514
"ENSG00000008441"	8.86594227601798	8.72120402935457	9.00105270449065	9.00940155001726	9.44970520156571	9.56023737050684
"ENSG00000008513"	12.1665147841866	11.9919381422058	13.0828469623754	12.7638903651238	12.2100895784558	13.0026553626223
"ENSG00000008516"	10.450577510707	9.39356780542391	10.2006382874736	9.54290953990326	10.7192077208946	10.0047016110846
"ENSG00000008517"	12.4303708457051	12.8816971550415	14.1584737703703	14.0192302108402	13.0752672961129	12.2727194786316
"ENSG00000008710"	11.4202295913182	11.4075204595084	12.2481563122758	12.0272145634483	11.1379648971856	11.0459001928834
"ENSG00000008735"	7.42588998391138	7.38752741941478	7.54660950832066	7.54197568730225	7.72226791379411	7.46481545236663
"ENSG00000008838"	10.4397644995624	10.5921620255032	11.3242781233151	11.118360684498	10.6246395008041	10.6125114611859
"ENSG00000008853"	9.58428007436841	9.43720483993731	10.2630303720582	10.1028845174131	9.37130008363417	8.80596007155412
"ENSG00000008869"	10.9661770139475	11.2171917694537	10.2162378991594	10.3524639784075	10.6619025078225	10.9754118515598
"ENSG00000008952"	11.2980352119815	11.0152951574414	10.22756912376	11.0223188339373	11.4206053759978	11.6979753545349
"ENSG00000008988"	14.1975031486675	14.2204156917311	14.981468091633	14.9956538541939	14.2794085398685	13.8312658727557
"ENSG00000009307"	13.4174372117946	13.3392364160468	12.0486497705224	12.4352324582123	13.6746871123811	13.767456664469
"ENSG00000009335"	11.103265396742	11.0835791478483	11.209402278301	11.0173122221093	11.2136899426389	11.253959001988
"ENSG00000009413"	9.94190560367329	9.56518806404702	8.70767996054713	9.34557006741973	9.3105957526201	10.3391586845306
"ENSG00000009694"	8.6807923828196	8.53509156923348	8.00919516923294	8.43888279883576	6.9271303132048	8.17088065919963
"ENSG00000009765"	7.5872253235265	7.65057140458795	7.4995245904688	7.35477142574821	7.4441393946392	7.68325657116681
"ENSG00000009780"	9.05230540265956	9.33984859389474	8.99347599688818	8.9466900352874	9.0777229171383	9.06112060622989
"ENSG00000009790"	12.5626324041681	12.493504580175	12.2648372196481	12.3869446595881	12.1193738687492	11.0208028881869
"ENSG00000009830"	8.48969938348482	8.25869328686023	8.25006103950173	8.33644804030641	8.39339464643116	8.25819604519442
"ENSG00000009844"	9.90803174912509	9.93957128311031	8.9960065224882	9.62426977592266	10.0889590995594	9.82808867376538
"ENSG00000009950"	7.04866466841335	6.9271303132048	6.9271303132048	7.10224639600144	7.11679054782844	7.48116592533328
"ENSG00000009954"	11.7455785972369	11.7434868655168	10.9885881847319	11.2548026271182	11.3007898016437	11.0103395611809
"ENSG00000010017"	10.5759450691512	10.438395388	10.5228627973987	10.5075379842142	10.4310283917983	10.7036651406077
"ENSG00000010030"	8.25029335092759	8.01468948255241	7.84963235515748	8.39550537546104	8.99517895208274	9.33994725962288
"ENSG00000010072"	8.94646948109046	8.98857135741655	8.78474016215345	8.49288925826873	8.94364834584878	9.06112060622989
"ENSG00000010165"	9.99246909146533	9.94143495901863	9.73790380890318	10.000281120488	9.63190979728583	8.79098983058542
"ENSG00000010219"	8.03978004989574	8.01468948255241	8.0738039202162	8.46828143826428	8.17511861954065	8.06077816534813
"ENSG00000010244"	12.3521332541073	12.529954817539	11.9022508671284	11.7261246899156	12.5962158259448	12.6139880549365
"ENSG00000010256"	11.0231968653007	10.9843662568907	11.5590696381171	11.6201233516377	11.8684010128878	11.382236481149
"ENSG00000010270"	9.7008133343348	9.98903971616463	9.85238776945808	10.0219153422801	10.1871634384215	9.97236487986567
"ENSG00000010278"	9.36616498412182	11.0651230215672	9.40160804763302	9.69790209050502	10.3287152308724	9.79487706471624
"ENSG00000010292"	11.2121421082805	11.1165389000038	11.9067014106584	11.6262901333408	11.1547702503477	10.6496748451302
"ENSG00000010295"	9.96235056872842	10.1080626371872	10.232689797802	10.3584462573696	9.90347688104633	10.0903263126525
"ENSG00000010310"	8.48577554197787	8.91094399339093	8.52596256726238	8.98251112929132	8.20035750702994	8.13778232041844
"ENSG00000010318"	7.92429257378342	8.20120300540155	8.0738039202162	8.11369400306572	7.89508578129589	7.91064864684124
"ENSG00000010319"	7.66836035046657	7.31281322988597	8.57673540367302	7.93567377590449	7.76413912351213	7.70598579924775
"ENSG00000010322"	12.0633092476286	12.029980947018	12.6643757273707	12.3769924487469	11.8187402165818	11.8793737964593
"ENSG00000010327"	13.0976198417486	12.6510081336201	11.8654892990788	12.7425010895212	13.0111832471193	13.4454316678214
"ENSG00000010361"	8.72333861009122	8.37765424536694	8.82008772221796	8.90406917007314	8.61045712018151	8.64735489019271
"ENSG00000010379"	7.1985692147879	7.13372438639141	6.9271303132048	7.05099406615827	7.15933230377138	7.16104832148185
"ENSG00000010404"	12.1864580047403	12.4960051228339	12.7793590184836	12.4952548927101	12.5383698917805	12.5539478513537
"ENSG00000010438"	7.04866466841335	7.18004759407912	7.24434308567135	7.20375919209423	7.1951579504726	7.11819318982542
"ENSG00000010539"	9.0069072817963	8.61407715830191	8.65235118563337	8.54057934958736	8.86572097253616	8.58653244002681
"ENSG00000010610"	13.4517831840503	12.8541914119494	13.0217837546497	13.0870511216268	13.3786902950266	12.6395950237017
"ENSG00000010626"	8.02152387786839	7.95930268210634	8.310184797343	8.04776236537883	8.08137902025158	8.00831562841714
"ENSG00000010671"	11.2835706217616	11.0489901375951	10.9309167293461	10.7724513198662	11.7506259490185	11.5347679059149
"ENSG00000010704"	9.1729576004445	8.95422118567292	8.82008772221796	8.64839579018384	8.79380215522394	9.3546641969272
"ENSG00000010803"	9.08654894396783	9.17096928453257	9.33095992101662	9.17415148824502	8.67334058584674	8.89912822443489
"ENSG00000010810"	12.5798465172367	12.7886592045311	13.7873315365677	13.7347750546474	12.930167084892	12.6264825435568
"ENSG00000010818"	11.5158845765003	11.3622502473648	10.8773381002863	11.2800788658471	11.2270966284816	10.9498196960757
"ENSG00000011007"	10.5627327320542	10.4514311529431	10.9667747924377	10.5542411485398	10.7173946314615	10.5403655071225
"ENSG00000011009"	10.4851622340991	10.6096852696292	11.0788890882291	11.0470928147377	10.9200324569074	10.7726155552116
"ENSG00000011021"	10.3654938124931	10.1359033005679	9.99858840070835	9.84729827360553	10.0690421355441	10.9584013348494
"ENSG00000011028"	7.99660623899616	8.35232639820921	8.17095798540151	8.08428612774328	7.95353344613292	7.86646287437133
"ENSG00000011052"	7.62905701121026	7.6362450197589	8.16580397035742	7.98352231774605	8.00071557259762	7.48116592533328
"ENSG00000011105"	9.10095382886341	10.3672341878554	8.65899362687342	9.45640148606629	9.37367222235817	9.84183877810144
"ENSG00000011114"	9.78110046830048	6.9271303132048	6.9271303132048	6.9271303132048	9.83575118221136	9.99706976475517
"ENSG00000011132"	9.44035870285631	9.45586299861336	10.1254695583437	10.1028845174131	9.79626567046791	8.94325528514297
